timestamp_ns,trajectory_id,point_index,q1,q2,q3,time_ms,vacuum,servo_angle
1780424883944941462,45,0,-15.145632,-15.145632,-15.145632,0,0,0
1780424883944941462,45,1,41.63419,18.674763,6.5894647,650,0,0
1780424883944941462,45,2,50.01702,28.54611,17.270727,930,0,0
1780424883944941462,45,3,59.07389,38.536304,27.775928,1208,0,0
1780424885504938557,46,0,59.07389,38.536304,27.775928,0,1,0
1780424885504938557,46,1,41.63419,18.674763,6.5894647,394,1,0
1780424885504938557,46,2,33.538544,8.461473,-4.8059635,683,1,0
1780424885504938557,46,3,41.63419,18.674763,6.5894647,973,1,0
1780424886528004894,47,0,41.63419,18.674763,6.5894647,0,1,0
1780424886528004894,47,1,2.0703032,27.126837,37.926453,539,1,0
1780424886528004894,47,2,13.049461,36.435463,46.539394,823,1,0
1780424886528004894,47,3,23.745348,46.07094,55.73966,1103,1,0
1780424887681518476,48,0,23.745348,46.07094,55.73966,0,0,0
1780424887681518476,48,1,2.0703032,27.126837,37.926453,399,0,0
1780424887681518476,48,2,-0.7816211,24.800753,35.816875,543,0,0
1780424887681518476,48,3,10.351175,34.095123,44.34865,829,0,0
1780424888561066190,49,0,10.351175,34.095123,44.34865,0,0,0
1780424888561066190,49,1,18.976185,18.976185,18.976185,431,0,0
1780424888561066190,49,2,-33.021183,-33.021183,-33.021183,1051,0,0
1780424888561066190,49,3,-15.145632,-15.145632,-15.145632,1413,0,0
